,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
19,-0.0006,-0.0004,100.0,518.67,642.38,1590.33,1399.02,14.62,21.61,553.06,2388.07,9063.34,1.3,47.37,522.43,2388.06,8140.01,8.3746,0.03,393,2388,50,38.95,23.2961,246
20,0.0026,-0.0001,100.0,518.67,642.37,1588.81,1407.05,14.62,21.61,554.48,2388.07,9061.41,1.3,47.38,522.09,2388.08,8144.91,8.4022,0.03,392,2388,50,38.99,23.296,165
21,-0.001,-0.0001,100.0,518.67,643.47,1588.04,1407.78,14.62,21.61,552.68,2388.14,9042.65,1.3,47.69,521.27,2388.2,8125.16,8.4859,0.03,394,2388,50,38.5,23.2031,26
22,-0.0018,0.0001,100.0,518.67,642.32,1593.92,1408.5,14.62,21.61,553.54,2388.04,9094.46,1.3,47.66,521.9,2388.04,8172.37,8.4501,0.03,394,2388,50,38.83,23.3885,58
23,0.0001,0.0002,100.0,518.67,642.74,1591.11,1403.29,14.62,21.61,552.79,2388.11,9045.01,1.3,47.51,521.52,2388.12,8122.29,8.4497,0.03,393,2388,50,38.88,23.1812,147
24,-0.0008,-0.0,100.0,518.67,642.86,1591.35,1408.12,14.62,21.61,554.09,2388.03,9066.51,1.3,47.45,521.59,2388.01,8145.25,8.4516,0.03,394,2388,50,39.06,23.3451,60
25,0.0004,0.0001,100.0,518.67,641.74,1592.06,1401.41,14.62,21.61,554.56,2388.02,9056.0,1.3,47.26,521.89,2388.07,8142.07,8.4211,0.03,393,2388,50,38.85,23.26,141
26,0.0021,-0.0004,100.0,518.67,642.75,1588.17,1400.6,14.62,21.61,553.5,2388.08,9059.69,1.3,47.28,522.02,2388.08,8137.88,8.427,0.03,392,2388,50,38.82,23.4085,122
27,-0.0011,-0.0005,100.0,518.67,642.39,1587.82,1402.83,14.62,21.61,553.9,2388.07,9048.02,1.3,47.28,521.67,2388.04,8127.18,8.4199,0.03,389,2388,50,39.1,23.3764,166
28,-0.002,0.0002,100.0,518.67,642.67,1592.23,1418.73,14.62,21.61,552.43,2388.16,9069.32,1.3,47.74,520.63,2388.17,8146.51,8.4885,0.03,396,2388,50,38.7,23.1396,48
29,-0.0011,-0.0004,100.0,518.67,642.31,1589.34,1401.12,14.62,21.61,553.43,2388.04,9060.98,1.3,47.57,521.64,2388.05,8135.74,8.4512,0.03,392,2388,50,38.84,23.2889,83
30,0.0009,-0.0,100.0,518.67,643.04,1594.47,1420.87,14.62,21.61,552.82,2388.05,9117.82,1.3,47.61,521.26,2388.04,8192.2,8.442,0.03,393,2388,50,38.74,23.2479,28
31,0.0048,0.0001,100.0,518.67,642.65,1597.61,1411.84,14.62,21.61,553.84,2388.13,9045.14,1.3,47.39,521.36,2388.13,8124.46,8.4446,0.03,394,2388,50,38.85,23.3086,47
32,0.0005,-0.0003,100.0,518.67,642.67,1592.31,1402.23,14.62,21.61,553.28,2388.11,9058.98,1.3,47.37,521.75,2388.07,8143.6,8.4307,0.03,390,2388,50,39.0,23.3203,93
33,0.0008,-0.0003,100.0,518.67,642.41,1587.38,1400.73,14.62,21.61,553.94,2388.03,9057.34,1.3,47.43,521.75,2388.02,8138.52,8.3914,0.03,393,2388,50,38.92,23.3399,190
34,0.0011,0.0002,100.0,518.67,642.21,1588.17,1402.59,14.62,21.61,554.66,2388.06,9062.24,1.3,47.33,521.97,2388.0,8146.87,8.3812,0.03,391,2388,50,39.03,23.4303,95
35,-0.0022,-0.0003,100.0,518.67,642.83,1593.44,1408.98,14.62,21.61,553.7,2388.12,9049.57,1.3,47.28,521.73,2388.11,8128.21,8.4343,0.03,393,2388,50,38.9,23.2971,174
36,0.0004,0.0005,100.0,518.67,642.77,1582.07,1410.99,14.62,21.61,554.11,2388.05,9050.55,1.3,47.32,521.77,2388.07,8133.72,8.4512,0.03,391,2388,50,38.81,23.4112,172
37,-0.0028,0.0002,100.0,518.67,642.86,1594.85,1412.61,14.62,21.61,552.8,2388.08,9070.5,1.3,47.61,521.12,2388.09,8141.49,8.4556,0.03,394,2388,50,38.65,23.1804,85
38,0.0036,-0.0002,100.0,518.67,642.9,1590.62,1410.85,14.62,21.61,552.48,2388.13,9097.5,1.3,47.88,520.9,2388.08,8172.93,8.4536,0.03,394,2388,50,38.77,23.1978,39
39,-0.0005,0.0004,100.0,518.67,642.38,1589.49,1395.48,14.62,21.61,554.76,2387.97,9071.27,1.3,47.24,522.19,2387.99,8141.69,8.4081,0.03,390,2388,50,38.97,23.4073,258
40,0.0004,-0.0003,100.0,518.67,642.42,1586.17,1410.88,14.62,21.61,552.71,2388.06,9058.7,1.3,47.54,521.83,2388.1,8140.97,8.3987,0.03,392,2388,50,38.81,23.2741,119
41,-0.0029,-0.0004,100.0,518.67,642.95,1591.92,1417.63,14.62,21.61,552.3,2388.18,9064.22,1.3,47.85,520.14,2388.19,8143.45,8.4927,0.03,394,2388,50,38.6,23.1215,28
42,-0.0012,0.0005,100.0,518.67,642.8,1589.51,1400.57,14.62,21.61,554.27,2388.05,9045.33,1.3,47.33,521.8,2388.06,8131.46,8.4128,0.03,392,2388,50,38.93,23.3685,277
43,-0.0003,0.0003,100.0,518.67,643.16,1597.55,1416.61,14.62,21.61,553.06,2388.16,9057.02,1.3,47.8,520.41,2388.15,8141.51,8.4787,0.03,393,2388,50,38.86,23.1701,37
44,-0.0016,0.0004,100.0,518.67,642.48,1586.09,1409.51,14.62,21.61,553.29,2388.07,9038.91,1.3,47.44,522.01,2388.07,8129.25,8.441,0.03,392,2388,50,38.88,23.3958,133
45,0.0016,0.0001,100.0,518.67,643.19,1601.28,1411.58,14.62,21.61,553.02,2388.03,9051.04,1.3,47.74,521.08,2388.14,8127.04,8.4586,0.03,394,2388,50,38.76,23.2517,27
46,-0.0007,0.0002,100.0,518.67,643.32,1604.16,1431.69,14.62,21.61,551.26,2388.26,9059.37,1.3,48.19,519.71,2388.36,8127.93,8.5169,0.03,397,2388,50,38.32,22.9071,0
47,-0.0035,0.0003,100.0,518.67,642.36,1586.24,1410.05,14.62,21.61,554.46,2388.09,9054.18,1.3,47.59,521.87,2388.14,8141.79,8.4351,0.03,393,2388,50,38.79,23.3799,184
48,0.0033,-0.0003,100.0,518.67,643.42,1601.18,1425.95,14.62,21.61,552.56,2388.17,9053.48,1.3,47.69,520.22,2388.13,8127.39,8.4799,0.03,395,2388,50,38.46,23.1264,42
49,-0.0051,0.0,100.0,518.67,643.29,1595.55,1411.03,14.62,21.61,552.8,2388.17,9062.0,1.3,47.64,520.86,2388.16,8136.47,8.4753,0.03,395,2388,50,38.72,23.2725,37
50,0.0011,0.0001,100.0,518.67,642.46,1581.34,1405.34,14.62,21.61,554.14,2388.09,9057.17,1.3,47.31,522.65,2388.02,8142.24,8.4111,0.03,393,2388,50,38.96,23.2973,116
51,0.0003,-0.0004,100.0,518.67,642.49,1591.51,1400.71,14.62,21.61,553.9,2388.15,9050.7,1.3,47.57,521.42,2388.07,8131.96,8.4092,0.03,393,2388,50,38.9,23.3439,153
52,0.0022,-0.0002,100.0,518.67,642.69,1587.2,1407.79,14.62,21.61,553.67,2388.15,9056.9,1.3,47.63,521.33,2388.12,8127.69,8.4679,0.03,393,2388,50,38.58,23.2039,152
53,0.0024,0.0006,100.0,518.67,642.16,1580.18,1397.67,14.62,21.61,554.35,2387.96,9053.31,1.3,47.17,521.73,2388.04,8140.79,8.3792,0.03,391,2388,50,38.98,23.4241,265
54,0.0033,-0.0004,100.0,518.67,642.25,1580.45,1406.34,14.62,21.61,554.06,2388.02,9064.29,1.3,47.61,521.71,2388.03,8141.71,8.411,0.03,393,2388,50,39.07,23.3652,97
55,-0.0007,-0.0004,100.0,518.67,642.21,1580.72,1394.09,14.62,21.61,553.34,2387.99,9066.77,1.3,47.21,522.67,2388.03,8144.06,8.3837,0.03,392,2388,50,39.08,23.3686,185
56,0.0003,0.0004,100.0,518.67,644.07,1598.2,1431.62,14.62,21.61,551.45,2388.32,9060.28,1.3,48.08,519.49,2388.25,8124.49,8.4708,0.03,396,2388,50,38.37,23.1147,2
57,0.0007,-0.0003,100.0,518.67,643.35,1602.44,1423.77,14.62,21.61,552.47,2388.11,9123.54,1.3,47.88,521.1,2388.1,8184.52,8.5014,0.03,396,2388,50,38.76,23.0744,17
58,-0.0005,0.0002,100.0,518.67,643.36,1609.12,1430.8,14.62,21.61,551.33,2388.26,9045.49,1.3,47.96,520.3,2388.23,8116.69,8.4809,0.03,395,2388,50,38.47,23.1846,16
59,-0.002,-0.0,100.0,518.67,642.69,1594.57,1409.7,14.62,21.61,554.33,2388.14,9047.11,1.3,47.33,521.36,2388.15,8125.65,8.459,0.03,393,2388,50,38.87,23.2499,131
60,0.0025,0.0003,100.0,518.67,642.23,1584.8,1403.23,14.62,21.61,554.22,2387.99,9067.33,1.3,47.35,521.28,2388.02,8143.55,8.3945,0.03,392,2388,50,38.81,23.3916,115
61,-0.0012,0.0002,100.0,518.67,642.03,1587.47,1397.3,14.62,21.61,553.17,2388.01,9062.41,1.3,47.3,522.0,2388.07,8142.82,8.3904,0.03,393,2388,50,39.12,23.4441,151
62,0.0003,-0.0002,100.0,518.67,643.35,1592.58,1405.79,14.62,21.61,553.76,2388.09,9061.21,1.3,47.67,521.44,2388.08,8139.29,8.4545,0.03,394,2388,50,38.71,23.3524,80
63,0.0004,0.0001,100.0,518.67,642.6,1594.37,1418.21,14.62,21.61,553.03,2388.11,9063.18,1.3,47.61,521.27,2388.12,8138.84,8.437000000000001,0.03,392,2388,50,38.91,23.3147,71
64,-0.0022,-0.0005,100.0,518.67,642.36,1592.92,1408.15,14.62,21.61,553.25,2388.08,9059.98,1.3,47.45,521.44,2388.13,8137.92,8.3941,0.03,394,2388,50,38.86,23.3198,261
65,-0.0017,0.0,100.0,518.67,642.74,1589.73,1406.28,14.62,21.61,553.13,2388.08,9065.78,1.3,47.44,521.69,2388.07,8144.69,8.4143,0.03,394,2388,50,38.95,23.4101,87
66,0.0002,0.0003,100.0,518.67,643.39,1590.35,1418.49,14.62,21.61,551.77,2388.17,9056.61,1.3,47.84,520.33,2388.19,8131.66,8.4808,0.03,394,2388,50,38.73,23.1204,33
67,-0.0019,-0.0004,100.0,518.67,642.69,1599.15,1421.81,14.62,21.61,552.03,2388.19,9062.13,1.3,47.9,521.2,2388.18,8139.42,8.484,0.03,394,2388,50,38.55,23.1019,36
68,-0.0036,0.0002,100.0,518.67,642.44,1584.18,1400.34,14.62,21.61,554.48,2388.04,9058.58,1.3,47.28,522.18,2388.06,8139.15,8.395,0.03,394,2388,50,39.13,23.4183,146
69,-0.0,0.0002,100.0,518.67,642.83,1596.88,1410.68,14.62,21.61,554.26,2388.05,9082.05,1.3,47.39,521.32,2388.04,8157.78,8.4465,0.03,392,2388,50,38.95,23.2815,50
70,-0.0003,0.0002,100.0,518.67,642.36,1576.47,1397.44,14.62,21.61,554.87,2388.01,9053.1,1.3,46.95,522.74,2387.97,8139.97,8.3953,0.03,391,2388,50,39.12,23.4364,222
71,-0.0028,0.0002,100.0,518.67,642.79,1589.93,1413.03,14.62,21.61,552.76,2388.2,9054.54,1.3,47.72,520.64,2388.17,8133.92,8.486,0.03,394,2388,50,38.62,23.1834,34
72,0.0038,0.0,100.0,518.67,642.32,1592.96,1408.17,14.62,21.61,553.67,2388.08,9053.45,1.3,47.24,522.08,2388.04,8137.98,8.4265,0.03,391,2388,50,38.95,23.3724,159
73,-0.0015,-0.0004,100.0,518.67,642.04,1582.18,1410.08,14.62,21.61,553.89,2388.08,9066.17,1.3,47.47,522.51,2388.1,8138.18,8.4149,0.03,392,2388,50,38.89,23.3776,149
74,0.0006,-0.0,100.0,518.67,642.39,1588.3,1415.27,14.62,21.61,553.05,2388.19,9050.82,1.3,47.61,521.22,2388.14,8129.29,8.4672,0.03,392,2388,50,38.8,23.3536,162
75,0.0008,0.0,100.0,518.67,642.53,1584.43,1395.08,14.62,21.61,554.66,2388.02,9064.3,1.3,47.37,522.45,2388.01,8143.72,8.4122,0.03,391,2388,50,38.94,23.2743,203
76,0.0013,-0.0,100.0,518.67,642.79,1590.4,1408.13,14.62,21.61,553.61,2388.07,9062.42,1.3,47.63,521.6,2388.09,8140.12,8.4529,0.03,393,2388,50,38.8,23.271,91
77,-0.0015,-0.0004,100.0,518.67,642.11,1591.59,1415.12,14.62,21.61,552.87,2388.1,9065.83,1.3,47.68,521.22,2388.1,8149.95,8.4453,0.03,392,2388,50,38.8,23.2449,90
78,-0.0007,0.0001,100.0,518.67,643.12,1591.17,1405.76,14.62,21.61,553.4,2388.02,9105.49,1.3,47.48,521.33,2388.1,8173.37,8.4522,0.03,393,2388,50,38.9,23.3059,45
79,0.0003,0.0003,100.0,518.67,642.56,1590.82,1410.95,14.62,21.61,553.36,2388.09,9071.67,1.3,47.61,521.66,2388.07,8145.3,8.4432,0.03,394,2388,50,38.88,23.2846,70
80,0.0017,0.0003,100.0,518.67,642.11,1596.64,1401.98,14.62,21.61,554.4,2388.03,9060.93,1.3,47.44,521.7,2388.04,8139.49,8.4127,0.03,393,2388,50,39.13,23.4085,332
81,0.0024,0.0001,100.0,518.67,643.67,1594.65,1414.4,14.62,21.61,552.14,2388.24,9038.74,1.3,47.88,520.33,2388.31,8121.01,8.4675,0.03,395,2388,50,38.51,23.2073,42
82,-0.0014,0.0005,100.0,518.67,642.34,1587.09,1395.86,14.62,21.61,553.96,2388.0,9063.3,1.3,47.2,521.98,2388.04,8145.8,8.4168,0.03,393,2388,50,39.04,23.3925,241
83,0.0004,0.0004,100.0,518.67,642.96,1592.76,1407.9,14.62,21.61,552.83,2388.08,9080.68,1.3,47.97,520.66,2388.1,8147.97,8.4696,0.03,394,2388,50,38.54,23.13,29
84,-0.0021,-0.0002,100.0,518.67,642.91,1599.75,1413.82,14.62,21.61,553.25,2388.07,9093.35,1.3,47.75,521.69,2388.06,8170.46,8.4341,0.03,393,2388,50,38.65,23.2325,52
85,0.0019,0.0003,100.0,518.67,643.91,1599.92,1425.4,14.62,21.61,552.49,2388.12,9144.14,1.3,47.98,519.85,2388.17,8204.7,8.5215,0.03,396,2388,50,38.43,23.1659,8
86,-0.0001,0.0003,100.0,518.67,643.11,1598.84,1419.03,14.62,21.61,553.35,2388.15,9070.48,1.3,47.56,520.76,2388.14,8149.27,8.4794,0.03,393,2388,50,38.62,23.1153,61
87,0.0026,0.0003,100.0,518.67,642.35,1587.83,1410.7,14.62,21.61,554.28,2388.07,9064.03,1.3,47.62,521.58,2388.07,8150.51,8.4376,0.03,393,2388,50,38.82,23.3365,79
88,0.0019,0.0003,100.0,518.67,642.26,1584.55,1404.46,14.62,21.61,553.97,2388.05,9055.06,1.3,47.31,521.64,2388.02,8133.88,8.4225,0.03,393,2388,50,38.93,23.3093,137
89,-0.0012,-0.0003,100.0,518.67,643.47,1603.24,1426.19,14.62,21.61,551.63,2388.15,9117.53,1.3,48.06,520.34,2388.16,8184.56,8.481,0.03,396,2388,50,38.61,23.2129,22
90,-0.0006,-0.0005,100.0,518.67,644.02,1598.2,1420.91,14.62,21.61,552.08,2388.16,9101.7,1.3,48.12,519.5,2388.19,8174.65,8.53,0.03,397,2388,50,38.57,23.1465,6
91,-0.0035,0.0001,100.0,518.67,642.61,1589.73,1396.23,14.62,21.61,553.6,2388.02,9055.07,1.3,47.1,522.48,2387.97,8137.21,8.4006,0.03,390,2388,50,39.11,23.4237,123
92,0.0019,0.0,100.0,518.67,642.73,1589.07,1404.86,14.62,21.61,554.0,2388.09,9060.61,1.3,47.59,521.39,2388.13,8136.19,8.4084,0.03,392,2388,50,38.8,23.3663,181
93,-0.0002,-0.0001,100.0,518.67,642.54,1594.01,1414.19,14.62,21.61,552.21,2388.08,9100.84,1.3,47.65,521.36,2388.07,8172.29,8.4546,0.03,393,2388,50,38.73,23.2384,33
94,0.0,-0.0001,100.0,518.67,643.2,1597.34,1418.31,14.62,21.61,552.04,2388.19,9062.75,1.3,47.76,520.3,2388.22,8146.35,8.4968,0.03,395,2388,50,38.64,23.0991,36
95,0.0001,0.0004,100.0,518.67,642.82,1583.45,1401.34,14.62,21.61,553.11,2388.09,9057.26,1.3,47.37,521.51,2388.11,8137.26,8.4857,0.03,392,2388,50,39.02,23.3586,125
96,0.0001,0.0002,100.0,518.67,641.48,1579.48,1398.05,14.62,21.61,554.76,2388.04,9053.26,1.3,47.11,522.59,2387.99,8138.49,8.4149,0.03,392,2388,50,39.09,23.4383,180
97,-0.0042,-0.0002,100.0,518.67,642.31,1589.15,1407.03,14.62,21.61,553.37,2388.06,9065.04,1.3,47.36,521.92,2388.07,8140.82,8.4042,0.03,393,2388,50,38.86,23.3543,139
98,0.0015,0.0004,100.0,518.67,642.41,1590.17,1403.99,14.62,21.61,554.49,2388.08,9055.76,1.3,47.55,521.56,2388.12,8143.49,8.4255,0.03,393,2388,50,38.79,23.284000000000002,97
99,-0.0044,0.0002,100.0,518.67,643.07,1604.21,1430.01,14.62,21.61,551.31,2388.19,9098.38,1.3,47.97,519.79,2388.23,8162.68,8.5521,0.03,395,2388,50,38.35,23.0156,3
100,0.0042,0.0002,100.0,518.67,642.74,1581.4,1404.18,14.62,21.61,554.28,2388.04,9054.54,1.3,47.29,521.79,2388.06,8137.57,8.454,0.03,392,2388,50,38.91,23.3789,247
101,0.0027,0.0004,100.0,518.67,643.49,1603.39,1425.64,14.62,21.61,551.44,2388.23,9070.78,1.3,47.9,520.19,2388.19,8150.36,8.4742,0.03,396,2388,50,38.49,23.1701,12
102,-0.0019,-0.0001,100.0,518.67,642.01,1587.08,1395.29,14.62,21.61,553.97,2388.02,9065.32,1.3,47.34,521.65,2388.05,8150.78,8.4135,0.03,391,2388,50,38.96,23.319000000000003,156
103,0.0011,0.0004,100.0,518.67,642.47,1586.03,1410.9,14.62,21.6,554.08,2388.06,9064.02,1.3,47.31,522.09,2388.03,8144.24,8.434,0.03,392,2388,50,39.07,23.3496,151
104,0.0021,-0.0003,100.0,518.67,643.28,1595.16,1426.14,14.62,21.61,551.52,2388.15,9059.97,1.3,47.98,519.77,2388.26,8134.69,8.5076,0.03,395,2388,50,38.44,23.0835,8
105,0.0021,-0.0001,100.0,518.67,642.41,1589.48,1397.56,14.62,21.61,553.22,2388.1,9065.71,1.3,47.21,521.9,2388.1,8145.15,8.4488,0.03,393,2388,50,38.93,23.4014,81
106,-0.0015,0.0001,100.0,518.67,643.11,1592.77,1422.49,14.62,21.61,552.84,2388.08,9101.92,1.3,47.71,521.21,2388.14,8170.64,8.4447,0.03,394,2388,50,38.64,23.2517,26
107,-0.0028,-0.0002,100.0,518.67,643.57,1588.86,1414.55,14.62,21.61,552.88,2388.16,9059.82,1.3,47.67,520.64,2388.14,8137.08,8.4926,0.03,395,2388,50,38.85,23.1288,45
108,0.0022,0.0001,100.0,518.67,643.2,1594.12,1420.7,14.62,21.61,552.78,2388.1,9065.1,1.3,47.64,521.17,2388.08,8141.18,8.4554,0.03,394,2388,50,38.87,23.293000000000003,103
109,-0.0003,0.0,100.0,518.67,642.95,1593.6,1405.47,14.62,21.61,553.5,2388.1,9046.86,1.3,47.53,521.19,2388.1,8123.07,8.4249,0.03,392,2388,50,38.95,23.3315,198
110,-0.0023,-0.0002,100.0,518.67,642.68,1589.89,1406.92,14.62,21.61,553.29,2388.05,9101.35,1.3,47.69,521.19,2388.05,8179.79,8.4421,0.03,393,2388,50,38.76,23.3312,55
111,0.0006,0.0003,100.0,518.67,642.52,1590.47,1402.69,14.62,21.61,554.54,2388.09,9050.03,1.3,47.39,522.12,2388.08,8127.03,8.4089,0.03,393,2388,50,38.83,23.2837,140
112,0.0009,0.0002,100.0,518.67,642.42,1585.01,1400.06,14.62,21.6,554.31,2388.07,9062.66,1.3,47.23,523.18,2388.04,8139.97,8.406,0.03,392,2388,50,38.89,23.4922,106
113,-0.0006,-0.0002,100.0,518.67,642.21,1596.51,1401.46,14.62,21.61,553.03,2388.04,9047.48,1.3,47.57,521.82,2388.1,8130.92,8.4825,0.03,393,2388,50,38.88,23.2637,190
114,0.0016,-0.0004,100.0,518.67,642.03,1592.11,1415.45,14.62,21.61,552.4,2388.15,9081.98,1.3,47.71,521.62,2388.13,8150.05,8.4784,0.03,393,2388,50,38.71,23.2841,28
115,-0.0036,0.0004,100.0,518.67,642.63,1584.23,1401.12,14.62,21.61,553.73,2388.05,9060.73,1.3,47.25,522.16,2388.07,8141.63,8.4407,0.03,391,2388,50,39.03,23.4205,114
116,-0.0054,0.0,100.0,518.67,642.98,1586.0,1405.08,14.62,21.61,553.24,2388.08,9066.84,1.3,47.39,522.23,2388.02,8150.15,8.4207,0.03,392,2388,50,38.77,23.3747,90
117,-0.0031,-0.0,100.0,518.67,643.24,1597.33,1430.68,14.62,21.61,551.8,2388.21,9072.41,1.3,48.04,520.33,2388.26,8147.2,8.5076,0.03,395,2388,50,38.54,23.0157,11
118,-0.0027,0.0002,100.0,518.67,643.27,1595.62,1428.3,14.62,21.61,552.52,2388.11,9144.67,1.3,47.95,520.84,2388.15,8209.68,8.4921,0.03,395,2388,50,38.38,23.125,17
119,0.0003,-0.0002,100.0,518.67,642.66,1593.37,1410.15,14.62,21.61,553.49,2388.07,9062.91,1.3,47.5,521.46,2388.09,8141.27,8.4431,0.03,394,2388,50,38.89,23.3018,159
120,-0.0012,-0.0004,100.0,518.67,643.09,1582.02,1409.96,14.62,21.61,553.39,2388.13,9039.42,1.3,47.48,521.22,2388.07,8125.79,8.4373,0.03,393,2388,50,38.8,23.331,167
121,0.0024,-0.0001,100.0,518.67,642.62,1590.51,1407.17,14.62,21.61,554.48,2388.08,9055.74,1.3,47.44,521.99,2388.15,8133.33,8.4206,0.03,392,2388,50,39.1,23.3702,215
122,-0.0012,-0.0002,100.0,518.67,642.63,1587.13,1402.03,14.62,21.61,553.64,2388.09,9049.25,1.3,47.43,521.96,2388.02,8134.67,8.4254,0.03,392,2388,50,38.78,23.381,230
123,-0.0004,0.0001,100.0,518.67,642.37,1587.66,1407.04,14.62,21.61,553.12,2388.1,9058.88,1.3,47.62,521.42,2388.14,8142.22,8.4301,0.03,393,2388,50,38.78,23.184,72
124,-0.0017,0.0004,100.0,518.67,643.2,1590.16,1418.05,14.62,21.61,552.71,2388.25,9055.18,1.3,47.88,520.44,2388.18,8125.3,8.4767,0.03,394,2388,50,38.58,23.186999999999998,23
125,0.0047,0.0005,100.0,518.67,642.65,1592.03,1404.77,14.62,21.61,552.35,2388.12,9050.53,1.3,47.6,521.03,2388.11,8127.1,8.4234,0.03,394,2388,50,38.72,23.2718,182
126,0.0008,-0.0003,100.0,518.67,642.81,1592.16,1416.05,14.62,21.61,553.74,2388.21,9056.19,1.3,47.43,520.79,2388.07,8138.11,8.4216,0.03,394,2388,50,38.76,23.3359,164
127,0.0003,-0.0004,100.0,518.67,642.68,1584.27,1403.95,14.62,21.61,554.62,2388.05,9057.64,1.3,47.4,521.7,2388.09,8136.28,8.4101,0.03,391,2388,50,39.04,23.4054,136
128,0.0015,-0.0002,100.0,518.67,642.07,1595.91,1411.91,14.62,21.61,552.72,2388.19,9058.29,1.3,47.61,521.24,2388.1,8131.64,8.4378,0.03,393,2388,50,38.7,23.3321,105
129,0.0011,-0.0005,100.0,518.67,642.9,1592.72,1413.52,14.62,21.61,553.1,2388.15,9072.47,1.3,47.8,520.79,2388.17,8139.47,8.4873,0.03,395,2388,50,38.54,23.2269,61
130,-0.0038,0.0,100.0,518.67,642.75,1593.82,1406.21,14.62,21.61,553.14,2388.12,9042.24,1.3,47.52,521.24,2388.09,8123.32,8.4126,0.03,393,2388,50,38.88,23.311,90
